season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,def_punt_blocks,def_pat_blocks,def_fg_blocks,def_2pt_atts,def_2pt_made,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2020,1,JAX,REG,2020_01_IND_JAX,IND,19,20,173,3,0,4,-23,0,0,89,98,11,8.49217614020079,20.4871806502342,0,7,3,2,0,23,91,0,0,0,4,-2.33810857916251,0,3,1,0,0,19,20,173,3,0,0,89,98,11,16.0408343995805,0,7,3,2,0,0,47,1,19,2,9,0,1,6,6,2,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,1,0,0,0,0,0,0,0,2,50,2,2,0,0,50,1,0,0,0,1,1,0,0,0,0,0,0,0,50;46,,,96,0,0,3,3,0,0,1,0,0,0,0,0,3,0,53,136,1,1,1,0,1,0,0,0,136
2020,1,KC,REG,2020_01_HOU_KC,HOU,24,32,211,3,0,1,-8,0,0,147,133,16,13.9878289136104,8.08761473745108,0,10,2,0,0,34,166,1,0,0,9,0.334778832754214,0,4,3,1,0,24,32,211,3,0,0,147,133,16,16.0422363139223,0,10,2,0,0,0,39,0,14,2,7,0,4,11,7,1,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,2,48,2,2,0,0,29,1,1,1,0,0,0,0,0,0,0,0,0,0,29;19,,,48,0,0,4,4,0,0,1,0,0,0,0,0,3,0,54,136,1,0,1,1,0,1,19,0,97
2020,1,LA,REG,2020_01_DAL_LA,DAL,20,31,275,0,1,1,-6,0,0,140,195,12,4.94299644290471,-4.075566892113,0,11,7,5,0,40,153,2,0,0,11,-3.2493934680361,0,3,2,0,0,20,28,275,0,0,0,140,195,12,10.7392614126907,0,11,7,5,0,0,45,3,19,3,22,0,3,22,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,4,0,0,0,0,0,0,0,1,20,2,3,1,0,35,0.666666666666667,0,0,2,0,0,0,0,1,0,0,0,0,35;31,29,,66,29,0,2,2,0,0,1,0,0,0,0,0,3,0,58,142,2,0,0,0,2,1,20,0,122
2020,1,LAC,REG,2020_01_LAC_CIN,CIN,16,30,208,0,0,2,-1,0,0,335,80,10,-0.191233058797653,-2.46861844227232,0,9,4,3,0,39,155,1,0,0,7,-6.02759548589247,0,3,3,1,0,16,29,208,0,0,0,335,80,10,1.84353494144744,0,9,4,3,0,0,45,3,17,4,22,1,3,20,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,35,5,0,0,0,0,0,2,7,1,46,3,4,1,0,43,0.75,0,2,0,1,0,0,0,0,0,0,1,0,24;43;22,50,,89,50,0,1,1,0,0,1,0,0,0,0,0,5,0,63,244,1,3,0,0,0,2,29,0,215
2020,1,LV,REG,2020_01_LV_CAR,CAR,22,30,239,1,0,0,0,0,0,166,158,11,10.7774738096445,8.98731095450265,0,8,4,3,1,31,133,3,1,0,10,4.29820412988192,0,3,3,0,0,22,28,239,1,0,0,166,158,11,12.7246172837726,0,8,4,3,1,0,40,0,32,1,1,0,1,10,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,4,1,0,1,1,0,2,37,0,0,2,2,0,0,54,1,0,1,0,0,1,0,0,0,0,0,0,0,20;54,,,74,0,0,4,4,0,0,1,0,0,0,0,0,3,0,52,127,0,1,0,0,0,2,29,0,98
2020,1,MIA,REG,2020_01_MIA_NE,NE,20,30,191,0,3,1,-9,0,0,251,59,11,-8.42761098494043,3.81296406189601,0,9,4,2,0,27,87,1,0,0,6,-1.57095574347465,1,2,1,0,0,20,30,191,0,0,0,251,59,11,-7.20854284445045,0,9,4,2,0,0,42,14,16,6,20,1,2,15,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,35,2,0,1,0,1,0,1,-3,0,0,1,1,0,0,46,1,0,0,0,1,0,0,0,0,0,0,0,0,46,,,46,0,0,0,0,0,0,,0,0,0,0,0,3,0,58,152,0,0,0,1,1,1,0,0,132
2020,1,MIN,REG,2020_01_GB_MIN,GB,19,25,259,2,1,2,-11,0,0,267,72,12,7.71673644146944,7.92491674423218,1,10,7,5,0,22,134,2,0,0,10,8.40227562081441,2,4,4,1,0,19,25,259,2,0,0,267,72,12,11.3553136351897,1,10,7,5,0,0,51,2,12,2,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,2,0,0,0,0,0,0,0,2,64,1,1,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,35,,,35,0,0,1,1,0,0,1,0,0,0,0,0,2,0,40,80,1,0,0,0,1,1,0,0,80
2020,1,NE,REG,2020_01_MIA_NE,MIA,15,19,155,0,0,2,-15,0,0,101,88,8,3.36320788069861,4.25154002089249,0,7,3,1,0,42,217,3,0,0,18,13.590415530497,0,7,3,1,0,15,19,155,0,1,1,101,88,8,0.974621590226889,0,7,3,1,0,0,27,19,21,3,13,0,1,9,5,3,20,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,47,4,1,1,1,2,1,1,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,45,,0,45,0,3,3,0,0,1,0,0,0,0,0,3,0,55,119,3,1,1,0,0,1,-3,0,122
2020,1,NO,REG,2020_01_TB_NO,TB,19,31,198,2,0,1,-9,0,0,166,116,10,-0.639047635705901,-7.13142236073812,0,7,4,2,1,34,82,1,0,0,5,-13.5770682885562,0,1,1,0,0,19,30,198,2,0,0,166,116,10,2.45183508960927,0,7,4,2,1,0,44,1,13,5,20,1,3,15,6,2,53,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6,119,5,0,0,0,0,0,4,59,0,0,2,2,0,0,29,1,0,2,0,0,0,0,0,0,0,0,0,0,29;21,,,50,0,0,4,4,0,0,1,0,0,0,0,0,6,0,51,264,5,0,1,0,4,1,0,0,264
2020,1,NYG,REG,2020_01_PIT_NYG,PIT,26,41,279,2,2,3,-17,0,0,232,116,16,-1.28484626662018,-0.0676090136552468,0,12,3,2,1,20,29,0,0,0,2,-7.89773997658631,0,1,1,0,0,26,39,279,2,0,0,232,116,16,3.97609485522347,0,12,3,2,1,0,41,5,19,4,28,1,2,21,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,25,4,0,0,0,0,0,3,39,0,0,1,1,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,21,,,21,0,0,1,1,0,0,1,0,0,0,0,0,5,0,53,193,3,0,1,0,1,3,13,0,180
2020,1,NYJ,REG,2020_01_NYJ_BUF,BUF,21,35,215,1,1,3,-13,0,0,257,136,8,-4.33029994290594,-3.15933028856913,0,6,4,3,1,15,52,1,0,0,4,0.218273769220104,0,0,0,0,0,21,33,215,1,1,1,257,139,8,-4.91879907692783,0,6,4,3,1,0,53,7,29,7,17,2,3,6,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,9,95,5,1,0,0,1,1,0,0,2,32,1,1,0,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,31,,,31,0,0,2,2,0,0,1,0,0,0,0,0,6,0,58,278,0,0,0,0,1,5,68,0,210
2020,1,PHI,REG,2020_01_PHI_WAS,WAS,24,42,270,2,2,8,-62,2,1,520,113,13,-19.5759557018245,-6.44419771574792,0,11,6,4,1,17,57,0,0,0,3,-0.914912517473567,0,2,1,0,0,24,42,270,2,0,0,520,113,13,-0.800410522060702,0,11,6,4,1,0,47,0,20,4,9,1,3,19,10,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,20,6,2,1,0,3,1,3,14,0,0,1,2,1,0,38,0.5,0,0,1,0,0,0,0,0,0,0,1,0,38,53,,38,53,0,2,2,0,0,1,0,0,0,0,0,5,0,62,268,3,0,0,0,0,5,17,0,251
2020,1,PIT,REG,2020_01_PIT_NYG,NYG,21,32,229,3,0,2,-21,0,0,221,105,14,15.1010359203258,1.50843512627386,0,13,5,2,0,30,141,0,2,0,5,-5.37975092593115,0,4,3,2,0,21,31,229,3,0,0,221,105,14,18.6728681196739,0,13,5,2,0,0,42,2,12,11,38,0,3,17,8,2,0,5,0,1,0,0,0,0,0,0,0,2,-5,0,0,0,3,21,3,1,2,0,3,1,3,13,1,33,2,2,0,0,41,1,0,0,1,1,0,0,0,0,0,0,0,0,41;36,,,77,0,0,2,3,1,0,0.666666666666667,0,0,0,0,0,4,0,59,183,1,0,0,0,1,3,39,0,144
2020,1,SEA,REG,2020_01_SEA_ATL,ATL,31,35,322,4,0,3,-23,0,0,205,160,15,19.5701759177124,19.8031829084669,0,12,7,3,0,20,84,1,0,0,6,-1.1684552168299,0,3,2,1,0,31,35,322,4,0,0,205,160,15,24.3290171913201,0,12,7,3,0,0,43,1,23,5,19,1,2,16,8,1,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,46,4,0,1,0,1,0,1,15,2,43,1,1,0,0,42,1,0,0,0,1,0,0,0,0,0,0,0,0,42,,,42,0,0,5,5,0,0,1,0,0,0,0,0,4,0,53,191,2,1,0,0,2,1,8,0,183
2020,1,SF,REG,2020_01_ARI_SF,ARI,19,33,259,2,0,3,-16,0,0,220,161,10,0.376995504162,-6.22940361499786,0,8,4,2,2,25,123,0,0,0,6,-3.20965184847591,0,3,2,0,0,19,32,259,2,0,0,220,161,10,5.35948256277824,0,8,4,2,2,0,45,6,24,2,6,2,2,6,3,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,4,0,0,0,0,0,3,29,1,16,2,2,0,0,52,1,0,1,0,0,1,0,0,0,0,0,0,0,52;24,,,76,0,0,2,2,0,0,1,0,0,0,0,0,4,1,51,178,3,1,0,0,1,2,8,0,170
2020,1,TB,REG,2020_01_TB_NO,NO,23,36,239,2,2,3,-15,1,0,292,90,10,-10.4438573051715,-0.286711840068593,0,7,3,3,0,26,86,1,0,0,7,0.0895101216738112,0,2,1,1,0,23,34,239,2,0,0,292,90,10,-4.42467804464093,0,7,3,3,0,0,43,2,24,7,28,0,1,9,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,103,5,1,1,0,2,1,1,0,1,0,1,2,0,1,38,0.5,0,0,1,0,0,0,0,0,0,0,0,0,38,,54,38,0,54,2,2,0,0,1,0,0,0,0,0,5,0,59,236,0,0,0,0,1,4,59,0,177
2020,1,TEN,REG,2020_01_TEN_DEN,DEN,29,43,249,2,0,1,-2,0,0,266,96,17,9.90078119014102,5.29876835644245,0,9,4,3,0,34,130,0,0,0,6,-1.72862653419725,0,4,1,0,0,29,40,249,2,0,0,266,96,17,12.5127743193315,0,9,4,3,0,0,40,0,16,5,13,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,37,4,0,0,0,0,0,3,19,1,19,1,4,2,1,25,0.25,0,1,0,0,0,0,0,0,0,2,0,0,25,47;42,44,25,89,44,1,2,1,0,0.5,1,1,0,0,25,4,0,66,204,2,1,0,0,1,2,16,0,188
2020,1,WAS,REG,2020_01_PHI_WAS,PHI,17,31,178,1,0,3,-19,1,0,248,95,11,-3.45859741743001,-6.56621346871058,0,9,5,1,0,36,80,2,0,0,5,-10.3997618080466,0,2,2,1,0,17,30,178,1,0,0,248,95,11,2.08272804834601,0,9,5,1,0,0,36,1,23,10,63,2,8,62,14,2,32,3,0,1,0,0,0,0,0,0,0,2,0,1,6,0,7,55,3,1,1,0,2,0,5,17,0,0,2,3,1,0,40,0.666666666666667,0,0,1,1,0,0,0,0,0,1,0,0,38;40,48,,78,48,0,3,3,0,0,1,0,0,0,0,0,7,0,51,329,2,0,2,0,2,3,14,0,315
2020,2,ARI,REG,2020_02_WAS_ARI,WAS,26,38,286,1,1,3,-8,0,0,352,118,13,3.76193167115552,7.48446978190366,0,9,4,4,2,32,160,2,0,0,8,4.50723167047478,0,5,4,1,0,26,34,286,1,1,0,352,120,13,11.2512226267484,0,9,4,4,2,0,44,2,12,6,26,2,4,24,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,97,2,1,0,1,1,0,2,5,1,0,3,3,0,0,49,1,0,1,1,1,0,0,0,0,0,0,0,0,49;33;28,,,110,0,0,3,3,0,0,1,0,0,0,0,0,4,0,58,197,1,0,0,0,1,3,17,0,180
2020,2,ATL,REG,2020_02_ATL_DAL,DAL,24,37,273,4,0,1,-6,0,0,377,105,15,12.1677603089477,4.22305150164498,0,12,6,5,1,34,113,0,0,0,5,-3.96094949865456,0,1,0,0,0,24,36,273,4,0,0,377,105,15,13.9569892861758,0,12,6,5,1,0,53,2,26,1,3,4,1,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,51,5,0,0,0,0,0,0,0,3,62,4,4,0,0,42,1,0,1,1,2,0,0,0,0,0,0,0,0,42;27;41;32,,,142,0,0,3,3,0,0,1,0,0,0,0,0,4,0,44,158,1,0,0,0,3,1,3,0,155
2020,2,BAL,REG,2020_02_BAL_HOU,HOU,18,24,204,1,0,4,-27,0,0,190,103,11,5.57358104844811,11.1501701500105,0,10,5,3,0,37,230,1,0,0,11,4.73908649452607,0,8,6,3,1,18,23,204,1,0,0,190,103,11,12.6091343077643,0,10,5,3,0,0,37,4,16,2,13,1,4,22,13,1,9,2,0,0,0,0,0,0,0,0,0,0,0,1,22,1,3,21,4,0,0,0,0,0,1,8,3,55,4,4,0,0,47,1,0,1,2,1,0,0,0,0,0,0,0,0,32;39;47;20,,,138,0,0,3,3,0,0,1,0,0,0,0,0,2,0,53,94,1,0,0,0,1,1,10,0,84
2020,2,BUF,REG,2020_02_BUF_MIA,MIA,24,35,415,4,0,1,-4,0,0,362,154,15,28.7114746295589,6.27553454467229,0,14,10,9,3,23,112,0,0,0,7,-2.4038117674645,0,5,4,0,0,24,35,415,4,1,1,362,154,15,24.4569504762509,0,14,10,9,3,0,43,6,20,3,18,1,3,17,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,4,1,0,0,1,1,2,18,1,-1,1,1,0,0,39,1,0,0,1,0,0,0,0,0,0,0,0,0,39,,,39,0,0,4,4,0,0,1,0,0,0,0,0,4,0,45,164,2,1,0,0,1,2,11,0,153
2020,2,CAR,REG,2020_02_CAR_TB,TB,33,42,367,0,2,5,-27,1,1,309,149,18,-4.21084820552092,13.2517142593861,0,17,6,3,0,24,87,2,0,0,5,-2.05127992664347,0,1,1,0,0,33,40,367,0,1,1,309,149,18,4.45669069237015,0,17,6,3,0,0,30,2,22,3,7,0,0,0,1,1,44,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,77,5,2,1,1,3,2,2,-1,0,0,1,1,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,23,,,23,0,0,2,2,0,0,1,0,0,0,0,0,2,0,57,101,1,0,0,1,0,1,0,0,81
