season,week,matchup,spread_line_home,score,tier,pick,outcome,final
2022,6,BUF @ KC,-2.5,3.21,LEAN,home,LOST,24-20
2022,6,DAL @ PHI,6.5,6.58,LEAN,away,LOST,17-26
2022,7,NO @ ARI,2.5,6.33,LEAN,away,LOST,34-42
2022,7,CLE @ BAL,6.5,7,LEAN,away,WON,20-23
2022,7,TB @ CAR,-13.0,3,LEAN,home,WON,3-21
2022,7,ATL @ CIN,6.5,7,LEAN,away,LOST,17-35
2022,7,DET @ DAL,7.0,7,LEAN,away,LOST,6-24
2022,7,GB @ WAS,-4.0,3,LEAN,home,WON,21-23
2022,7,NYJ @ DEN,-2.0,3,LEAN,home,LOST,16-9
2022,7,HOU @ LV,7.0,7,LEAN,away,LOST,20-38
2022,7,SEA @ LAC,5.5,7,LEAN,away,WON,37-23
2022,7,KC @ SF,-1.0,3,LEAN,home,LOST,44-23
2022,7,PIT @ MIA,7.5,7,LEAN,away,WON,10-16
2022,7,CHI @ NE,9.5,7,LEAN,away,WON,33-14
2022,8,DEN @ JAX,1.0,3.44,LEAN,home,LOST,21-17
2022,8,CAR @ ATL,4.5,6.4,LEAN,away,WON,34-37
2022,8,CHI @ DAL,10.5,7,LEAN,away,LOST,29-49
2022,8,MIA @ DET,-3.5,3.6,LEAN,home,LOST,31-27
2022,8,ARI @ MIN,4.0,6.94,LEAN,away,LOST,26-34
2022,8,LV @ NO,-1.0,3.74,LEAN,home,WON,0-24
2022,8,NE @ NYJ,-3.0,3,LEAN,home,LOST,22-17
2022,8,PIT @ PHI,11.0,7,LEAN,away,LOST,13-35
2022,8,WAS @ IND,3.0,6.07,LEAN,away,WON,17-16
2022,8,GB @ BUF,10.5,7,LEAN,away,WON,17-27
2022,8,CIN @ CLE,-3.0,3.77,LEAN,home,WON,13-32
2022,9,PHI @ HOU,-14.0,3,LEAN,home,WON,29-17
2022,9,LAC @ ATL,-2.5,3,LEAN,home,LOST,20-17
2022,9,MIA @ CHI,-4.0,3,LEAN,home,WON,35-32
2022,9,CAR @ CIN,7.0,6.88,LEAN,away,LOST,21-42
2022,9,GB @ DET,-4.0,3,LEAN,home,WON,9-15
2022,9,LV @ JAX,-2.5,3,LEAN,home,WON,20-27
2022,9,IND @ NE,5.0,6.23,LEAN,away,LOST,3-26
2022,9,BUF @ NYJ,-11.0,3,LEAN,home,WON,17-20
2022,9,MIN @ WAS,-3.0,3,LEAN,home,PUSH,20-17
2022,9,TEN @ KC,14.0,7,LEAN,away,WON,17-20
2022,9,BAL @ NO,-1.0,3,LEAN,home,LOST,27-13
2022,10,ATL @ CAR,-2.5,3.14,LEAN,home,WON,15-25
2022,10,SEA @ TB,2.5,6.0,LEAN,away,LOST,16-21
2022,10,MIN @ BUF,6.5,6.22,LEAN,away,WON,33-30
2022,10,JAX @ KC,10.0,7,LEAN,away,PUSH,17-27
2022,10,HOU @ NYG,5.5,6.21,LEAN,away,LOST,16-24
2022,10,NO @ PIT,1.0,6.91,LEAN,away,LOST,10-20
2022,10,IND @ LV,4.5,6.7,LEAN,away,WON,25-20
2022,10,DAL @ GB,-3.5,3.42,LEAN,home,WON,28-31
2022,10,ARI @ LA,3.5,6.62,LEAN,away,WON,27-17
2022,10,LAC @ SF,8.5,7,LEAN,away,WON,16-22
2022,10,WAS @ PHI,11.0,7,LEAN,away,WON,32-21
2022,11,TEN @ GB,3.0,6.54,LEAN,away,WON,27-17
2022,11,CHI @ ATL,3.0,6.19,LEAN,away,PUSH,24-27
2022,11,CAR @ BAL,13.0,7,LEAN,away,WON,3-13
2022,11,CLE @ BUF,7.5,6.85,LEAN,away,LOST,23-31
2022,11,WAS @ HOU,-3.0,3.37,LEAN,home,LOST,23-10
2022,11,PHI @ IND,-6.5,3,LEAN,home,WON,17-16
2022,11,DAL @ MIN,-1.5,3.79,LEAN,home,LOST,40-3
2022,11,KC @ LAC,-5.5,3,LEAN,home,WON,30-27
2022,11,SF @ ARI,-10.0,3,LEAN,home,LOST,38-10
2022,12,BUF @ DET,-10.0,3,LEAN,home,WON,28-25
2022,12,NYG @ DAL,10.5,7,LEAN,away,WON,20-28
2022,12,NE @ MIN,2.5,7,LEAN,away,LOST,26-33
2022,12,TB @ CLE,-3.0,3,LEAN,home,WON,17-23
2022,12,BAL @ JAX,-3.5,3,LEAN,home,WON,27-28
2022,12,HOU @ MIA,14.0,7,LEAN,away,LOST,15-30
2022,12,CHI @ NYJ,8.5,7,LEAN,away,LOST,10-31
2022,12,LAC @ ARI,-2.5,3,LEAN,home,WON,25-24
2022,12,LA @ KC,16.5,7,LEAN,away,WON,10-26
2022,12,NO @ SF,9.5,7,LEAN,away,LOST,0-13
2022,13,BUF @ NE,-3.5,3,LEAN,home,LOST,24-10
2022,13,PIT @ ATL,-1.0,3.13,LEAN,home,LOST,19-16
2022,13,DEN @ BAL,9.5,7,LEAN,away,WON,9-10
2022,13,GB @ CHI,-4.0,3,LEAN,home,LOST,28-19
2022,13,JAX @ DET,1.0,6.76,LEAN,away,LOST,14-40
2022,13,CLE @ HOU,-7.5,3,LEAN,home,LOST,27-14
2022,13,NYJ @ MIN,3.0,6.88,LEAN,away,LOST,22-27
2022,13,WAS @ NYG,-2.5,3,LEAN,home,WON,20-20
2022,13,SEA @ LA,-7.0,3,LEAN,home,WON,27-23
2022,13,MIA @ SF,4.5,6.11,LEAN,away,LOST,17-33
2022,13,KC @ CIN,-2.5,3,LEAN,home,WON,24-27
2022,13,IND @ DAL,11.0,7,LEAN,away,LOST,19-54
2022,13,NO @ TB,3.5,6.17,LEAN,away,WON,16-17
2022,14,LV @ LA,-6.5,3,LEAN,home,WON,16-17
2022,14,NYJ @ BUF,10.0,7,LEAN,away,WON,12-20
2022,14,HOU @ DAL,17.0,7,LEAN,away,WON,23-27
2022,14,MIN @ DET,2.5,6.25,LEAN,away,LOST,23-34
2022,14,PHI @ NYG,-7.5,3,LEAN,home,LOST,48-22
2022,14,BAL @ PIT,1.5,6.61,LEAN,away,WON,16-14
2022,14,JAX @ TEN,3.0,6.48,LEAN,away,WON,36-22
2022,14,KC @ DEN,-8.5,3,LEAN,home,WON,34-28
2022,14,MIA @ LAC,-3.0,3.38,LEAN,home,WON,17-23
2022,15,IND @ MIN,3.5,6.07,LEAN,away,WON,36-39
2022,15,BAL @ CLE,2.5,6.65,LEAN,away,LOST,3-13
2022,15,MIA @ BUF,7.0,7,LEAN,away,WON,29-32
2022,15,PHI @ CHI,-8.5,3,LEAN,home,WON,25-20
2022,15,KC @ HOU,-14.5,3,LEAN,home,WON,30-24
2022,15,DAL @ JAX,-4.0,3,LEAN,home,WON,34-40
2022,15,ATL @ NO,5.0,6.41,LEAN,away,WON,18-21
2022,15,NE @ LV,1.0,6.22,LEAN,away,LOST,24-30
2022,15,TEN @ LAC,3.0,6.12,LEAN,away,PUSH,14-17
2022,15,CIN @ TB,-3.5,3,LEAN,home,LOST,34-23
2022,15,LA @ GB,8.0,7,LEAN,away,LOST,12-24
2022,16,ATL @ BAL,6.5,6.84,LEAN,away,LOST,9-17
2022,16,DET @ CAR,-2.5,3,LEAN,home,WON,23-37
2022,16,BUF @ CHI,-8.0,3,LEAN,home,LOST,35-13
2022,16,NO @ CLE,3.0,6.18,LEAN,away,WON,17-10
2022,16,SEA @ KC,10.5,7,LEAN,away,LOST,10-24
2022,16,NYG @ MIN,4.5,6.75,LEAN,away,WON,24-27
2022,16,CIN @ NE,-3.0,3,LEAN,home,LOST,22-18
2022,16,WAS @ SF,6.5,6.21,LEAN,away,LOST,20-37
2022,16,PHI @ DAL,4.0,7,LEAN,away,LOST,34-40
2022,16,LV @ PIT,2.5,6.16,LEAN,away,LOST,10-13
2022,16,DEN @ LA,-3.0,3.47,LEAN,home,WON,14-51
2022,16,TB @ ARI,-7.5,3,LEAN,home,WON,19-16
2022,16,LAC @ IND,-3.5,3,LEAN,home,LOST,20-3
2022,17,DAL @ TEN,-14.0,3,LEAN,home,PUSH,27-13
2022,17,ARI @ ATL,7.0,7,LEAN,away,WON,19-20
2022,17,CHI @ DET,4.5,6.81,LEAN,away,LOST,10-41
2022,17,DEN @ KC,13.5,7,LEAN,away,WON,24-27
2022,17,IND @ NYG,5.5,7,LEAN,away,LOST,10-38
2022,17,CAR @ TB,3.5,6.05,LEAN,away,LOST,24-30
2022,17,SF @ LV,-10.0,3,LEAN,home,WON,37-34
2022,17,NYJ @ SEA,-1.0,3.77,LEAN,home,WON,6-23
2022,17,LA @ LAC,6.5,7,LEAN,away,LOST,10-31
2022,17,PIT @ BAL,1.0,3.52,LEAN,home,LOST,16-13
2022,18,KC @ LV,-9.0,3,LEAN,home,LOST,31-13
2022,18,TEN @ JAX,6.0,6.46,LEAN,away,WON,16-20
2022,18,TB @ ATL,6.0,7,LEAN,away,LOST,17-30
2022,18,NE @ BUF,8.0,7,LEAN,away,LOST,23-35
2022,18,MIN @ CHI,-6.5,3,LEAN,home,LOST,29-13
2022,18,BAL @ CIN,11.0,7,LEAN,away,PUSH,16-27
2022,18,CLE @ PIT,2.5,6.03,LEAN,away,LOST,14-28
2022,18,LAC @ DEN,6.0,7,LEAN,away,WON,28-31
2022,18,NYG @ PHI,16.5,7,LEAN,away,WON,16-22
2022,18,LA @ SEA,5.5,6.78,LEAN,away,WON,16-19
2022,18,ARI @ SF,14.0,7,LEAN,away,LOST,13-38
2022,18,DAL @ WAS,-7.5,3,LEAN,home,WON,6-26
2022,18,DET @ GB,5.5,7,LEAN,away,WON,20-16
2023,3,NYG @ SF,10.5,7,LEAN,away,LOST,12-30
2023,3,IND @ BAL,7.5,7,LEAN,away,WON,22-19
2023,3,ATL @ DET,3.0,6.54,LEAN,away,LOST,6-20
2023,3,NO @ GB,-1.5,3,LEAN,home,WON,17-18
2023,3,HOU @ JAX,7.5,7,LEAN,away,WON,37-17
2023,3,DEN @ MIA,6.0,6.62,LEAN,away,LOST,20-70
2023,3,NE @ NYJ,-2.5,3.3,LEAN,home,LOST,15-10
2023,3,BUF @ WAS,-5.5,3,LEAN,home,LOST,37-3
2023,3,CAR @ SEA,5.0,6.39,LEAN,away,LOST,27-37
2023,3,DAL @ ARI,-11.5,3,LEAN,home,WON,16-28
2023,3,CHI @ KC,13.0,7,LEAN,away,LOST,10-41
2023,3,PHI @ TB,-6.0,3,LEAN,home,LOST,25-11
2023,3,LA @ CIN,3.0,7,LEAN,away,PUSH,16-19
2023,4,DET @ GB,-2.5,3,LEAN,home,LOST,34-20
2023,4,ATL @ JAX,3.5,7,LEAN,away,LOST,7-23
2023,4,MIN @ CAR,-4.5,3,LEAN,home,LOST,21-13
2023,4,DEN @ CHI,-3.0,3,LEAN,home,PUSH,31-28
2023,4,BAL @ CLE,-2.0,3,LEAN,home,LOST,28-3
2023,4,PIT @ HOU,-3.0,3,LEAN,home,WON,6-30
2023,4,LA @ IND,-1.0,3.69,LEAN,home,LOST,29-23
2023,4,TB @ NO,4.0,6.69,LEAN,away,WON,26-9
2023,4,WAS @ PHI,9.5,7,LEAN,away,WON,31-34
2023,4,CIN @ TEN,-2.5,3,LEAN,home,WON,3-27
2023,4,LV @ LAC,7.0,7,LEAN,away,PUSH,17-24
2023,4,NE @ DAL,6.5,6.92,LEAN,away,LOST,3-38
2023,4,ARI @ SF,15.0,7,LEAN,away,LOST,16-35
2023,4,KC @ NYJ,-9.5,3,LEAN,home,WON,23-20
2023,5,CHI @ WAS,6.0,6.64,LEAN,away,WON,40-20
2023,5,HOU @ ATL,2.5,6.25,LEAN,away,WON,19-21
2023,5,CAR @ DET,9.5,7,LEAN,away,LOST,24-42
2023,5,TEN @ IND,-2.5,3,LEAN,home,WON,16-23
2023,5,NYG @ MIA,12.5,7,LEAN,away,LOST,16-31
2023,5,BAL @ PIT,-4.5,3.71,LEAN,home,WON,10-17
2023,5,CIN @ ARI,-3.0,3,LEAN,home,LOST,34-20
2023,5,PHI @ LA,-3.5,3,LEAN,home,LOST,23-14
2023,5,KC @ MIN,-3.5,3.07,LEAN,home,LOST,27-20
2023,5,DAL @ SF,3.5,6.36,LEAN,away,LOST,10-42
2023,6,DEN @ KC,10.5,7,LEAN,away,LOST,8-19
2023,6,BAL @ TEN,-5.5,3,LEAN,home,LOST,24-16
2023,6,MIN @ CHI,-3.0,3,LEAN,home,LOST,19-13
2023,6,SEA @ CIN,3.0,7,LEAN,away,LOST,13-17
2023,6,SF @ CLE,-9.5,3,LEAN,home,WON,17-19
2023,6,NO @ HOU,-2.0,3.57,LEAN,home,WON,13-20
2023,6,IND @ JAX,4.0,7,LEAN,away,LOST,20-37
2023,6,CAR @ MIA,14.0,7,LEAN,away,LOST,21-42
2023,6,ARI @ LA,7.0,7,LEAN,away,LOST,9-26
2023,6,PHI @ NYJ,-6.5,3,LEAN,home,WON,14-20
2023,6,DET @ TB,-3.0,3,LEAN,home,LOST,20-6
2023,6,NYG @ BUF,15.5,7,LEAN,away,WON,9-14
2023,7,DET @ BAL,3.0,6.18,LEAN,away,LOST,6-38
2023,7,LV @ CHI,-2.5,3.23,LEAN,home,WON,12-30
2023,7,CLE @ IND,-3.5,3,LEAN,home,WON,39-38
2023,7,BUF @ NE,-7.5,3,LEAN,home,WON,25-29
2023,7,WAS @ NYG,-3.0,3.08,LEAN,home,WON,7-14
2023,7,ARI @ SEA,9.5,7,LEAN,away,LOST,10-20
2023,7,GB @ DEN,1.5,6.38,LEAN,away,LOST,17-19
2023,7,LAC @ KC,5.5,6.49,LEAN,away,LOST,17-31
2023,7,MIA @ PHI,3.0,6.86,LEAN,away,LOST,17-31
2023,7,SF @ MIN,-7.0,3,LEAN,home,WON,17-22
2023,8,TB @ BUF,10.0,7,LEAN,away,WON,18-24
2023,8,HOU @ CAR,-3.0,3.28,LEAN,home,WON,13-15
2023,8,LA @ DAL,6.5,7,LEAN,away,LOST,20-43
2023,8,MIN @ GB,-1.0,3.3,LEAN,home,LOST,24-10
2023,8,NO @ IND,-2.0,3.24,LEAN,home,LOST,38-27
2023,8,NE @ MIA,7.5,6.97,LEAN,away,LOST,17-31
2023,8,NYJ @ NYG,-3.0,3,LEAN,home,PUSH,13-10
2023,8,JAX @ PIT,-2.5,3.04,LEAN,home,LOST,20-10
2023,8,ATL @ TEN,-2.5,3,LEAN,home,WON,23-28
2023,8,PHI @ WAS,-7.0,3,LEAN,home,PUSH,38-31
2023,8,CLE @ SEA,4.0,6.4,LEAN,away,PUSH,20-24
2023,8,BAL @ ARI,-9.5,3,LEAN,home,WON,31-24
2023,8,KC @ DEN,-7.0,3,LEAN,home,WON,9-24
2023,8,CIN @ SF,4.0,3.83,LEAN,home,LOST,31-17
2023,8,CHI @ LAC,9.5,7,LEAN,away,LOST,13-30
2023,8,LV @ DET,7.0,7,LEAN,away,LOST,14-26
2023,9,TEN @ PIT,3.5,6.94,LEAN,away,LOST,16-20
2023,9,MIN @ ATL,3.5,7,LEAN,away,WON,31-28
2023,9,SEA @ BAL,6.0,6.89,LEAN,away,LOST,3-37
2023,9,ARI @ CLE,13.0,7,LEAN,away,LOST,0-27
2023,9,LA @ GB,3.5,7,LEAN,away,LOST,3-20
2023,9,CHI @ NO,9.0,7,LEAN,away,WON,17-24
2023,9,DAL @ PHI,3.5,7,LEAN,away,LOST,23-28
2023,9,BUF @ CIN,1.5,7,LEAN,away,LOST,18-24
2023,9,LAC @ NYJ,-3.0,3,LEAN,home,LOST,27-6
2023,10,CLE @ BAL,6.0,6.93,LEAN,away,WON,33-31
2023,10,HOU @ CIN,5.5,7,LEAN,away,WON,30-27
2023,10,SF @ JAX,-3.0,3.89,LEAN,home,LOST,34-3
2023,10,NO @ MIN,-3.0,3,LEAN,home,WON,19-27
2023,10,GB @ PIT,3.0,6.96,LEAN,away,LOST,19-23
2023,10,DET @ LAC,-2.5,3.44,LEAN,home,LOST,41-38
2023,10,NYG @ DAL,17.5,7,LEAN,away,LOST,17-49
2023,10,WAS @ SEA,6.0,6.85,LEAN,away,WON,26-29
2023,10,NYJ @ LV,-1.0,3.15,LEAN,home,WON,12-16
2023,11,DAL @ CAR,-11.0,3,LEAN,home,LOST,33-10
2023,11,PIT @ CLE,2.5,3.29,LEAN,home,WON,10-13
2023,11,CHI @ DET,8.0,7,LEAN,away,WON,26-31
2023,11,LAC @ GB,-3.0,3,LEAN,home,WON,20-23
2023,11,TEN @ JAX,6.5,7,LEAN,away,LOST,14-34
2023,11,LV @ MIA,14.0,7,LEAN,away,WON,13-20
2023,11,NYG @ WAS,7.5,7,LEAN,away,WON,31-19
2023,11,TB @ SF,13.5,7,LEAN,away,WON,14-27
2023,11,NYJ @ BUF,8.0,6.92,LEAN,away,LOST,6-32
2023,11,SEA @ LA,2.5,6.06,LEAN,away,WON,16-17
2023,11,MIN @ DEN,2.5,7,LEAN,away,WON,20-21
2023,12,GB @ DET,8.5,7,LEAN,away,WON,29-22
2023,12,WAS @ DAL,13.0,7,LEAN,away,LOST,10-45
2023,12,SF @ SEA,-7.0,3,LEAN,home,LOST,31-13
2023,12,MIA @ NYJ,-9.5,3,LEAN,home,LOST,34-13
2023,12,NO @ ATL,-2.0,3.61,LEAN,home,WON,15-24
2023,12,PIT @ CIN,-2.0,3,LEAN,home,LOST,16-10
2023,12,JAX @ HOU,-1.0,3,LEAN,home,LOST,24-21
2023,12,NE @ NYG,-4.5,3,LEAN,home,WON,7-10
2023,12,LA @ ARI,-3.0,3.52,LEAN,home,LOST,37-14
2023,12,CLE @ DEN,1.5,7,LEAN,away,LOST,12-29
2023,12,KC @ LV,-9.0,3,LEAN,home,LOST,31-17
2023,12,BUF @ PHI,2.5,7,LEAN,away,LOST,34-37
2023,13,SEA @ DAL,9.5,7,LEAN,away,WON,35-41
2023,13,LAC @ NE,-4.5,3,LEAN,home,LOST,6-0
2023,13,DET @ NO,-4.0,3,LEAN,home,LOST,33-28
2023,13,ATL @ NYJ,-2.0,3.42,LEAN,home,LOST,13-8
2023,13,ARI @ PIT,6.0,6.27,LEAN,away,WON,24-10
2023,13,IND @ TEN,-1.5,3.69,LEAN,home,LOST,31-28
2023,13,MIA @ WAS,-8.5,3,LEAN,home,LOST,45-15
2023,13,CLE @ LA,3.5,7,LEAN,away,LOST,19-36
2023,13,KC @ GB,-5.5,3,LEAN,home,WON,19-27
2023,13,CIN @ JAX,10.0,7,LEAN,away,WON,34-31
2023,14,NE @ PIT,6.0,7,LEAN,away,WON,21-18
2023,14,LA @ BAL,7.5,7,LEAN,away,WON,31-37
2023,14,DET @ CHI,-3.0,3,LEAN,home,WON,13-28
2023,14,IND @ CIN,3.0,6.36,LEAN,away,LOST,14-34
2023,14,HOU @ NYJ,-3.5,3,LEAN,home,WON,6-30
2023,14,MIN @ LV,-3.0,3.23,LEAN,home,PUSH,3-0
2023,14,SEA @ SF,14.5,7,LEAN,away,WON,16-28
2023,14,BUF @ KC,2.0,6.3,LEAN,away,WON,20-17
2023,14,PHI @ DAL,3.5,3.65,LEAN,home,WON,13-33
2023,14,TEN @ MIA,14.0,7,LEAN,away,WON,28-27
2023,14,GB @ NYG,-6.0,3,LEAN,home,WON,22-24
2023,15,LAC @ LV,3.0,6.32,LEAN,away,LOST,21-63
2023,15,MIN @ CIN,3.0,6.97,LEAN,away,PUSH,24-27
2023,15,DEN @ DET,5.5,6.61,LEAN,away,LOST,17-42
2023,15,ATL @ CAR,-3.0,3.42,LEAN,home,WON,7-9
2023,15,TB @ GB,4.0,6.23,LEAN,away,WON,34-20
2023,15,NYJ @ MIA,7.5,7,LEAN,away,LOST,0-30
2023,15,KC @ NE,-10.0,3,LEAN,home,PUSH,27-17
2023,15,NYG @ NO,6.0,6.12,LEAN,away,LOST,6-24
2023,15,HOU @ TEN,3.0,6.53,LEAN,away,WON,19-16
2023,15,SF @ ARI,-12.5,3,LEAN,home,LOST,45-29
2023,15,WAS @ LA,6.5,6.36,LEAN,away,LOST,20-28
2023,15,BAL @ JAX,-4.0,3.88,LEAN,home,LOST,23-7
2023,15,PHI @ SEA,-5.0,3,LEAN,home,WON,17-20
2023,16,NO @ LA,4.0,7,LEAN,away,LOST,22-30
2023,16,CIN @ PIT,-3.0,3,LEAN,home,WON,11-34
2023,16,BUF @ LAC,-13.0,3,LEAN,home,WON,24-22
2023,16,IND @ ATL,3.0,6.2,LEAN,away,LOST,10-29
2023,16,GB @ CAR,-3.5,3,LEAN,home,WON,33-30
2023,16,CLE @ HOU,-3.0,3,LEAN,home,LOST,36-22
2023,16,DET @ MIN,-2.5,3,LEAN,home,LOST,30-24
2023,16,SEA @ TEN,-3.0,3,LEAN,home,PUSH,20-17
2023,16,JAX @ TB,-2.0,3,LEAN,home,WON,12-30
2023,16,NE @ DEN,7.0,7,LEAN,away,WON,26-23
2023,16,LV @ KC,11.0,7,LEAN,away,WON,20-14
2023,16,NYG @ PHI,14.0,7,LEAN,away,WON,25-33
2023,16,BAL @ SF,6.5,7,LEAN,away,WON,33-19
2023,17,NYJ @ CLE,6.5,6.42,LEAN,away,LOST,20-37
2023,17,DET @ DAL,5.5,6.67,LEAN,away,WON,19-20
2023,17,NE @ BUF,15.0,7,LEAN,away,WON,21-27
2023,17,TEN @ HOU,5.0,6.97,LEAN,away,LOST,3-26
2023,17,LV @ IND,3.5,6.21,LEAN,away,WON,20-23
2023,17,LA @ NYG,-6.0,3,LEAN,home,WON,26-25
2023,17,ARI @ PHI,12.0,7,LEAN,away,WON,35-31
2023,17,NO @ TB,2.5,6.08,LEAN,away,WON,23-13
2023,17,SF @ WAS,-14.0,3,LEAN,home,LOST,27-10
2023,17,PIT @ SEA,4.5,6.94,LEAN,away,WON,30-23
2023,17,LAC @ DEN,3.5,6.07,LEAN,away,LOST,9-16
2023,17,CIN @ KC,7.5,7,LEAN,away,LOST,17-25
2023,18,PIT @ BAL,-3.0,3,LEAN,home,LOST,17-10
2023,18,HOU @ IND,-1.5,3.26,LEAN,home,LOST,23-19
2023,18,TB @ CAR,-5.0,3,LEAN,home,LOST,9-0
2023,18,CLE @ CIN,7.5,7,LEAN,away,LOST,14-31
2023,18,JAX @ TEN,-3.5,3,LEAN,home,WON,20-28
2023,18,KC @ LAC,3.5,7,LEAN,away,WON,13-12
2023,18,DEN @ LV,3.5,6.12,LEAN,away,LOST,14-27
2023,18,PHI @ NYG,-4.5,3,LEAN,home,WON,10-27
2023,18,DAL @ WAS,-13.0,3,LEAN,home,LOST,38-10
2023,18,BUF @ MIA,-2.5,3,LEAN,home,LOST,21-14
2024,3,NE @ NYJ,6.5,7,LEAN,away,LOST,3-24
2024,3,NYG @ CLE,6.5,6.85,LEAN,away,WON,21-15
2024,3,HOU @ MIN,-2.0,3,LEAN,home,WON,7-34
2024,3,PHI @ NO,2.5,3,LEAN,home,LOST,15-12
2024,3,LAC @ PIT,3.0,7,LEAN,away,LOST,10-20
2024,3,DEN @ TB,6.0,7,LEAN,away,WON,26-7
2024,3,GB @ TEN,3.0,6.82,LEAN,away,WON,30-14
2024,3,DET @ ARI,-3.0,3,LEAN,home,LOST,20-13
2024,3,SF @ LA,-6.0,3,LEAN,home,WON,24-27
2024,3,KC @ ATL,-3.0,3,LEAN,home,LOST,22-17
2024,3,WAS @ CIN,7.5,7,LEAN,away,WON,38-33
2024,4,DAL @ NYG,-5.5,3,LEAN,home,WON,20-15
2024,4,NO @ ATL,2.5,7,LEAN,away,WON,24-26
2024,4,CIN @ CAR,-4.5,3,LEAN,home,LOST,34-24
2024,4,MIN @ GB,2.5,6.19,LEAN,away,WON,31-29
2024,4,JAX @ HOU,5.5,6.01,LEAN,away,WON,20-24
2024,4,PIT @ IND,-2.5,3.67,LEAN,home,WON,24-27
2024,4,DEN @ NYJ,7.5,7,LEAN,away,WON,10-9
2024,4,PHI @ TB,-1.0,3.92,LEAN,home,WON,16-33
2024,4,NE @ SF,10.5,7,LEAN,away,LOST,13-30
2024,4,KC @ LAC,-7.5,3,LEAN,home,WON,17-10
2024,4,CLE @ LV,-2.5,3,LEAN,home,WON,16-20
2024,4,BUF @ BAL,2.5,7,LEAN,away,LOST,10-35
2024,4,SEA @ DET,3.5,6.77,LEAN,away,LOST,29-42
2024,5,TB @ ATL,2.5,6.38,LEAN,away,LOST,30-36
2024,5,BAL @ CIN,-2.5,3.05,LEAN,home,LOST,41-38
2024,5,IND @ JAX,3.5,7,LEAN,away,WON,34-37
2024,5,MIA @ NE,-2.0,3,LEAN,home,LOST,15-10
2024,5,ARI @ SF,7.0,7,LEAN,away,WON,24-23
2024,5,NYG @ SEA,7.0,7,LEAN,away,WON,29-20
2024,5,DAL @ PIT,2.5,3.74,LEAN,home,LOST,20-17
2024,5,NO @ KC,5.5,7,LEAN,away,LOST,13-26
2024,6,SF @ SEA,-3.5,3,LEAN,home,LOST,36-24
2024,6,JAX @ CHI,-1.5,3,LEAN,home,WON,16-35
2024,6,WAS @ BAL,6.5,7,LEAN,away,LOST,23-30
2024,6,ARI @ GB,5.5,6.7,LEAN,away,LOST,13-34
2024,6,HOU @ NE,-6.5,3,LEAN,home,LOST,41-21
2024,6,TB @ NO,-3.5,3,LEAN,home,LOST,51-27
2024,6,CLE @ PHI,8.0,7,LEAN,away,WON,16-20
2024,6,LAC @ DEN,-3.0,3,LEAN,home,LOST,23-16
2024,6,PIT @ LV,-3.5,3.46,LEAN,home,LOST,32-13
2024,6,ATL @ CAR,-6.0,3,LEAN,home,LOST,38-20
2024,6,DET @ DAL,-3.5,3.26,LEAN,home,LOST,47-9
2024,6,CIN @ NYG,-4.5,3,LEAN,home,LOST,17-7
2024,6,BUF @ NYJ,-1.0,3.49,LEAN,home,LOST,23-20
2024,7,DEN @ NO,-2.5,3,LEAN,home,LOST,33-10
2024,7,NE @ JAX,6.5,7,LEAN,away,LOST,16-32
2024,7,TEN @ BUF,9.5,7,LEAN,away,LOST,10-34
2024,7,CIN @ CLE,-5.5,3,LEAN,home,LOST,21-14
2024,7,PHI @ NYG,-3.0,3,LEAN,home,LOST,28-3
2024,7,LV @ LA,7.0,7,LEAN,away,WON,15-20
2024,7,CAR @ WAS,10.0,7,LEAN,away,LOST,7-40
2024,7,NYJ @ PIT,-3.0,3,LEAN,home,WON,15-37
2024,7,BAL @ TB,-4.5,3,LEAN,home,LOST,41-31
2024,8,PHI @ CIN,2.5,6.13,LEAN,away,WON,37-17
2024,8,BAL @ CLE,-7.5,3,LEAN,home,WON,24-29
2024,8,TEN @ DET,12.5,7,LEAN,away,LOST,14-52
2024,8,IND @ HOU,5.0,6.82,LEAN,away,WON,20-23
2024,8,ARI @ MIA,4.0,7,LEAN,away,WON,28-27
2024,8,NYJ @ NE,-7.0,3,LEAN,home,WON,22-25
2024,8,ATL @ TB,-1.5,3,LEAN,home,LOST,31-26
2024,8,NO @ LAC,7.0,7,LEAN,away,LOST,8-26
2024,8,BUF @ SEA,-3.0,3.32,LEAN,home,LOST,31-10
2024,8,CAR @ DEN,13.0,7,LEAN,away,LOST,14-28
2024,8,KC @ LV,-9.0,3,LEAN,home,WON,27-20
2024,9,DEN @ BAL,9.0,7,LEAN,away,LOST,10-41
2024,9,NO @ CAR,-7.0,3,LEAN,home,WON,22-23
2024,9,LV @ CIN,8.0,7,LEAN,away,LOST,24-41
2024,9,WAS @ NYG,-4.5,3.75,LEAN,home,LOST,27-22
2024,9,JAX @ PHI,7.5,6.96,LEAN,away,WON,23-28
2024,9,DET @ GB,-2.5,3.17,LEAN,home,LOST,24-14
2024,9,LA @ SEA,-1.5,3,LEAN,home,LOST,26-20
2024,9,IND @ MIN,6.5,6.98,LEAN,away,LOST,13-21
2024,9,TB @ KC,9.0,7,LEAN,away,WON,24-30
2024,10,CIN @ BAL,6.0,7,LEAN,away,WON,34-35
2024,10,NYG @ CAR,-6.5,3,LEAN,home,WON,17-20
2024,10,NE @ CHI,6.5,6.67,LEAN,away,WON,19-3
